id	ref	class	di_events	dir	read_len	aln_len	ref_start	ref_end	ref_len	score	max_score	num_match	num_snp	num_ins	num_del	num_mask	shared_7mers	med_q	mean_q
SRR29165088.19398	_NC_004906.1	vRNA	0	F	907	890	1	890	890	3372.00	4535.00	787	85	16	18	19	421	24.00	22.41
SRR29165088.19406	P_NC_007360.1	vRNA	0	R	1585	1565	1	1565	1565	5945.00	7925.00	1371	181	11	13	22	689	25.00	23.38
SRR29165088.19407	_NC_007363.1	vRNA	0	F	1037	1027	1	1027	1027	4265.00	5185.00	940	73	3	14	21	585	23.00	22.32
SRR29165088.19418	_NC_007363.1	vRNA	0	F	1039	1026	2	1027	1027	3961.00	5195.00	913	96	14	17	16	508	21.00	19.62
SRR29165088.19423	_NC_002020.1	vRNA	0	F	919	890	1	890	890	3400.00	4595.00	794	86	18	10	21	415	23.00	21.20
SRR29165088.19428	A_NC_007359.1	vRNA	0	F	2219	2233	1	2233	2233	8991.00	11095.00	2011	179	8	43	21	1264	25.00	23.88
SRR29165088.19433	A_NC_007361.1	vRNA	0	F	1473	1458	1	1458	1458	5551.00	7365.00	1283	157	11	18	22	678	25.00	23.40
SRR29165088.19436	_NC_002020.1	vRNA	0	R	908	890	1	890	890	3598.00	4540.00	802	79	6	9	21	457	26.00	24.96
SRR29165088.19439	_NC_007363.1	vRNA	0	R	1004	1027	1	1027	1027	3902.00	5020.00	898	79	6	50	21	519	19.00	18.58
SRR29165088.19440	P_NC_007360.1	vRNA	0	F	1579	1565	1	1565	1565	5881.00	7895.00	1363	183	12	19	21	692	24.00	23.16
SRR29165088.19442	_NC_002020.1	vRNA	0	F	909	889	1	889	890	3426.00	4545.00	791	86	11	12	21	419	18.00	17.51
SRR29165088.19443	_NC_002020.1	vRNA	0	F	888	890	1	890	890	3144.00	4440.00	762	90	16	38	20	366	19.00	18.69
SRR29165088.19448	P_NC_007360.1	vRNA	0	R	1523	1565	1	1565	1565	5316.00	7615.00	1313	170	19	82	21	617	21.00	19.86
SRR29165088.19450	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	4209.00	5220.00	935	80	8	12	21	572	24.00	22.75
SRR29165088.19466	A_NC_007362.1	vRNA	0	R	1790	1758	1	1758	1760	6716.00	8950.00	1545	192	13	21	40	844	24.00	22.76
SRR29165088.19470	_NC_002020.1	vRNA	0	R	897	890	1	890	890	3481.00	4485.00	788	85	3	17	21	427	24.00	22.46
SRR29165088.19481	_NC_004906.1	vRNA	0	F	893	890	1	890	890	3288.00	4465.00	771	92	10	27	20	399	23.00	21.47
SRR29165088.19482	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	3824.00	5210.00	904	94	21	29	23	478	20.00	18.96
SRR29165088.19486	B2_NC_026438.1	vRNA	0	R	2371	2280	1	2280	2280	8483.00	11855.00	1979	288	22	13	82	977	25.00	23.32
SRR29165088.19487	_NC_004906.1	vRNA	0	R	331	335	5	339	890	1011.00	1655.00	273	38	7	24	13	136	11.00	13.57
SRR29165088.19492	B2_NC_026438.1	vRNA	0	R	2363	2280	1	2280	2280	8234.00	11815.00	1961	286	34	33	82	953	24.00	21.65
SRR29165088.19495	P_NC_007360.1	vRNA	0	R	1582	1565	1	1565	1565	6047.00	7910.00	1375	181	5	9	21	697	25.00	23.78
SRR29165088.19499	_NC_002020.1	vRNA	0	F	905	888	3	890	890	3174.00	4525.00	773	90	18	25	24	402	18.00	17.74
SRR29165088.19501	_NC_007363.1	vRNA	0	R	1027	1027	1	1027	1027	3954.00	5135.00	908	90	8	29	21	540	20.00	19.68
SRR29165088.19503	_NC_002020.1	vRNA	0	R	905	880	11	890	890	3096.00	4525.00	761	90	32	29	22	383	17.00	16.85
SRR29165088.19508	_NC_007363.1	vRNA	0	F	1050	1027	1	1027	1027	4220.00	5250.00	935	82	9	10	24	580	25.00	23.66
SRR29165088.19509	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	4351.00	5220.00	948	68	7	11	21	591	24.00	22.83
SRR29165088.19514	_NC_007363.1	vRNA	0	R	1051	1026	1	1026	1027	4332.00	5255.00	948	71	9	7	23	604	25.00	23.16
SRR29165088.19516	_NC_007363.1	vRNA	0	R	1050	1023	5	1027	1027	4206.00	5250.00	939	70	15	14	26	581	24.00	23.05
SRR29165088.19518	_NC_007363.1	vRNA	0	R	1027	1027	1	1027	1027	3894.00	5135.00	902	102	5	23	18	492	20.00	19.41
SRR29165088.19525	_NC_007363.1	vRNA	0	F	1042	1027	1	1027	1027	4239.00	5210.00	937	77	8	13	20	583	24.00	22.97
SRR29165088.19531	P_NC_007360.1	vRNA	0	R	1578	1565	1	1565	1565	5630.00	7890.00	1350	190	20	25	18	640	20.00	19.71
SRR29165088.19544	_NC_007363.1	vRNA	0	R	1054	1027	1	1027	1027	4090.00	5270.00	931	83	22	13	18	554	21.00	20.12
SRR29165088.19545	_NC_007363.1	vRNA	0	F	1050	1027	1	1027	1027	4182.00	5250.00	938	73	20	16	19	572	25.00	22.92
SRR29165088.19565	P_NC_007360.1	vRNA	0	R	1593	1565	1	1565	1565	6029.00	7965.00	1380	179	14	6	20	698	25.00	24.29
SRR29165088.19575	P_NC_007360.1	vRNA	0	F	554	550	1	550	1565	1854.00	2770.00	460	66	14	24	14	246	22.00	21.32
SRR29165088.19576	_NC_002020.1	vRNA	0	R	910	890	1	890	890	3481.00	4550.00	789	91	9	10	21	435	23.00	21.18
SRR29165088.19582	_NC_007363.1	vRNA	0	F	1050	1027	1	1027	1027	4330.00	5250.00	947	72	10	8	21	610	24.00	22.72
SRR29165088.19583	_NC_004906.1	vRNA	0	R	907	890	1	890	890	3202.00	4535.00	770	103	12	17	22	386	20.00	18.66
SRR29165088.19590	_NC_007363.1	vRNA	0	F	1041	1027	1	1027	1027	4353.00	5205.00	948	68	5	11	20	615	25.00	23.50
SRR29165088.19595	P_NC_007360.1	vRNA	0	R	1583	1565	1	1565	1565	5655.00	7915.00	1353	183	25	29	22	649	25.00	23.20
SRR29165088.19597	_NC_007363.1	vRNA	0	R	1047	1027	1	1027	1027	4358.00	5235.00	946	78	3	3	20	611	25.00	23.77
SRR29165088.19601	_NC_002020.1	vRNA	0	F	912	890	1	890	890	3493.00	4560.00	793	89	9	8	21	439	23.00	22.14
SRR29165088.19602	P_NC_007360.1	vRNA	0	F	1577	1565	1	1565	1565	5818.00	7885.00	1358	188	12	19	19	660	23.00	21.46
SRR29165088.19605	_NC_007363.1	vRNA	0	R	1050	1027	1	1027	1027	4120.00	5250.00	929	87	13	11	21	541	22.00	20.42
SRR29165088.19611	A_NC_007359.1	vRNA	0	F	2243	2233	1	2233	2233	9024.00	11215.00	2028	174	20	31	21	1278	24.00	22.42
SRR29165088.19617	_NC_007363.1	vRNA	0	F	1039	1027	1	1027	1027	3961.00	5195.00	920	81	19	26	19	509	19.00	19.00
SRR29165088.19622	_NC_007363.1	vRNA	0	R	1048	1026	1	1026	1027	4177.00	5240.00	939	75	17	12	17	568	22.00	20.69
SRR29165088.19623	_NC_007363.1	vRNA	0	F	1035	1027	1	1027	1027	4354.00	5175.00	948	62	4	17	21	630	26.00	24.31
SRR29165088.19624	_NC_007363.1	vRNA	0	R	1034	1027	1	1027	1027	4217.00	5170.00	932	75	6	20	21	566	23.00	22.14
SRR29165088.19625	_NC_007363.1	vRNA	0	R	602	594	434	1027	1027	2469.00	3010.00	544	42	3	8	13	345	25.00	22.71
SRR29165088.19629	_NC_007363.1	vRNA	0	F	1021	1027	1	1027	1027	3508.00	5105.00	875	106	19	46	21	419	15.00	16.19
SRR29165088.19631	_NC_007363.1	vRNA	0	R	1043	1027	1	1027	1027	4246.00	5215.00	940	75	7	12	21	586	24.00	22.55
SRR29165088.19636	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4362.00	5240.00	947	75	5	5	21	609	25.00	24.01
SRR29165088.19637	_NC_007363.1	vRNA	0	F	1039	1027	1	1027	1027	4330.00	5195.00	946	65	7	16	21	609	26.00	24.61
SRR29165088.19642	_NC_007363.1	vRNA	0	F	1027	1027	1	1027	1027	4202.00	5135.00	930	70	6	27	21	565	23.00	22.28
SRR29165088.19654	_NC_007363.1	vRNA	0	F	1047	1027	1	1027	1027	4276.00	5235.00	941	75	10	11	21	569	24.00	22.33
SRR29165088.19655	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4284.00	5245.00	942	78	8	7	21	608	26.00	24.72
SRR29165088.19658	_NC_007363.1	vRNA	0	R	1047	1023	5	1027	1027	3985.00	5235.00	920	80	20	23	27	523	21.00	19.98
SRR29165088.19667	_NC_007363.1	vRNA	0	F	1047	1027	1	1027	1027	4385.00	5235.00	950	70	6	7	21	608	25.00	24.14
SRR29165088.19670	_NC_007363.1	vRNA	0	R	1037	1027	1	1027	1027	4284.00	5185.00	935	78	2	14	22	602	25.00	23.27
SRR29165088.19671	_NC_007363.1	vRNA	0	F	1058	1027	1	1027	1027	4201.00	5290.00	939	82	16	6	21	552	22.00	21.08
SRR29165088.19676	_NC_002020.1	vRNA	0	R	891	890	1	890	890	3305.00	4455.00	776	85	8	29	22	421	19.00	18.45
SRR29165088.19678	_NC_007363.1	vRNA	0	R	1055	1027	1	1027	1027	4455.00	5275.00	955	71	8	1	21	626	27.00	24.96
SRR29165088.19679	_NC_007363.1	vRNA	0	R	1034	1027	1	1027	1027	4102.00	5170.00	927	78	10	22	19	552	21.00	19.94
SRR29165088.19684	_NC_007363.1	vRNA	0	R	1043	1027	1	1027	1027	4153.00	5215.00	931	80	13	16	19	555	23.00	21.26
SRR29165088.19689	_NC_007363.1	vRNA	0	F	1042	1027	1	1027	1027	4022.00	5210.00	919	87	15	21	21	533	23.00	20.75
SRR29165088.19709	_NC_007363.1	vRNA	0	F	1040	1027	1	1027	1027	4310.00	5200.00	941	75	3	11	21	587	25.50	24.83
SRR29165088.19715	_NC_007363.1	vRNA	0	F	1042	1027	1	1027	1027	4342.00	5210.00	946	71	4	10	21	591	24.00	22.67
SRR29165088.19717	_NC_007363.1	vRNA	0	R	1047	1027	1	1027	1027	4360.00	5235.00	950	69	7	8	21	623	25.00	23.59
SRR29165088.19718	_NC_007363.1	vRNA	0	F	1063	1027	1	1027	1027	4248.00	5315.00	949	73	20	5	21	571	24.00	22.97
SRR29165088.19720	_NC_007363.1	vRNA	0	F	1038	1027	1	1027	1027	4298.00	5190.00	942	68	6	17	22	582	24.00	22.39
SRR29165088.19721	_NC_007363.1	vRNA	0	F	1049	1027	1	1027	1027	4386.00	5245.00	951	72	5	4	21	599	24.00	22.57
SRR29165088.19723	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4433.00	5225.00	954	69	3	4	19	625	25.00	24.74
SRR29165088.19730	_NC_002020.1	vRNA	0	F	910	890	1	890	890	3445.00	4550.00	789	91	9	10	21	413	25.00	22.39
SRR29165088.19734	A_NC_007359.1	vRNA	0	R	2248	2233	1	2233	2233	9227.00	11240.00	2037	177	15	19	19	1331	26.00	24.78
SRR29165088.19736	_NC_007363.1	vRNA	0	R	1047	1027	1	1027	1027	4128.00	5235.00	932	77	17	18	21	579	26.00	24.19
SRR29165088.19739	_NC_002020.1	vRNA	0	R	903	890	1	890	890	3468.00	4515.00	785	95	4	10	19	434	26.00	23.41
SRR29165088.19746	_NC_002020.1	vRNA	0	R	918	890	1	890	890	3560.00	4590.00	799	87	11	4	21	458	26.00	24.59
SRR29165088.19749	_NC_007363.1	vRNA	0	R	1051	1027	1	1027	1027	4502.00	5255.00	958	69	3	0	21	646	27.00	25.99
SRR29165088.19755	A_NC_007362.1	vRNA	0	R	1845	1760	1	1760	1760	6701.00	9225.00	1548	191	65	21	41	851	26.00	23.87
SRR29165088.19756	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4185.00	5245.00	935	76	17	16	21	574	24.00	21.75
SRR29165088.19763	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4431.00	5230.00	954	66	5	7	21	621	26.00	24.89
SRR29165088.19766	P_NC_007360.1	vRNA	0	R	1591	1565	1	1565	1565	5811.00	7955.00	1363	183	19	19	26	673	24.00	21.91
SRR29165088.19767	_NC_007363.1	vRNA	0	F	1051	1024	4	1027	1027	4488.00	5255.00	960	63	5	1	23	641	27.00	25.44
SRR29165088.19772	_NC_007363.1	vRNA	0	R	1049	1025	2	1026	1027	3851.00	5245.00	907	91	23	27	28	479	17.00	17.49
SRR29165088.19773	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4438.00	5225.00	951	71	1	5	22	613	23.00	22.54
SRR29165088.19774	_NC_002020.1	vRNA	0	R	908	890	1	890	890	3521.00	4540.00	800	79	8	11	21	435	24.00	22.41
SRR29165088.19777	_NC_004905.2	vRNA	0	F	1582	1557	1	1557	1557	5810.00	7910.00	1353	190	10	14	29	682	25.00	23.22
SRR29165088.19781	_NC_007363.1	vRNA	0	F	1019	1027	1	1027	1027	4090.00	5095.00	919	71	4	37	25	531	23.00	21.36
SRR29165088.19783	_NC_002020.1	vRNA	0	R	910	890	1	890	890	3494.00	4550.00	798	82	14	10	16	432	23.00	21.59
SRR29165088.19786	_NC_007363.1	vRNA	0	F	1054	1027	1	1027	1027	4349.00	5270.00	954	67	12	6	21	614	25.00	23.87
SRR29165088.19793	_NC_007363.1	vRNA	0	R	1053	1027	1	1027	1027	4473.00	5265.00	958	69	5	0	21	626	26.00	25.02
SRR29165088.19796	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4235.00	5225.00	938	77	9	12	21	563	24.00	22.17
SRR29165088.19798	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	4170.00	5200.00	931	74	14	22	21	580	24.00	21.82
SRR29165088.19804	_NC_007363.1	vRNA	0	F	1041	1027	1	1027	1027	4319.00	5205.00	945	70	6	12	20	584	22.00	20.91
SRR29165088.19808	_NC_007363.1	vRNA	0	F	1049	1027	1	1027	1027	4171.00	5245.00	938	75	16	14	20	573	24.00	22.95
SRR29165088.19815	_NC_007375.1	vRNA	0	R	2366	2341	1	2341	2341	9029.00	11830.00	2075	239	32	27	20	1111	24.00	22.45
SRR29165088.19818	A_NC_007359.1	vRNA	0	R	2248	2233	1	2233	2233	9293.00	11240.00	2042	176	9	15	21	1325	25.00	23.90
SRR29165088.19822	_NC_007363.1	vRNA	0	F	1031	1026	2	1027	1027	3830.00	5155.00	905	83	19	38	24	476	18.00	18.09
SRR29165088.19831	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4443.00	5240.00	955	67	5	5	21	624	25.00	23.36
SRR29165088.19835	_NC_004906.1	vRNA	0	R	905	890	1	890	890	3424.00	4525.00	784	96	3	10	22	420	24.00	22.81
SRR29165088.19836	_NC_007363.1	vRNA	0	R	1041	1027	1	1027	1027	3839.00	5205.00	903	96	21	28	21	497	19.00	18.27
SRR29165088.19842	_NC_002020.1	vRNA	0	R	902	886	5	890	890	3531.00	4510.00	792	87	2	7	21	423	24.00	23.07
SRR29165088.19845	_NC_007363.1	vRNA	0	R	1044	1027	1	1027	1027	4340.00	5220.00	946	71	6	10	21	607	26.00	24.78
SRR29165088.19847	_NC_007363.1	vRNA	0	F	1036	1027	1	1027	1027	4318.00	5180.00	942	72	1	13	21	590	26.00	23.75
SRR29165088.19849	_NC_004906.1	vRNA	0	F	915	890	1	890	890	3479.00	4575.00	795	88	11	7	21	436	25.00	23.79
SRR29165088.19855	_NC_007363.1	vRNA	0	R	1029	1027	1	1027	1027	3994.00	5145.00	920	75	13	32	21	525	22.00	21.20
SRR29165088.19857	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4398.00	5230.00	949	74	2	4	21	615	26.00	24.91
SRR29165088.19858	_NC_002020.1	vRNA	0	F	901	890	1	890	890	3510.00	4505.00	792	87	1	11	21	437	24.00	23.09
SRR29165088.19859	_NC_007363.1	vRNA	0	F	1041	1027	1	1027	1027	4247.00	5205.00	940	71	9	16	21	591	24.00	22.57
SRR29165088.19886	_NC_002020.1	vRNA	0	F	908	890	1	890	890	3583.00	4540.00	798	86	3	6	21	440	26.00	24.72
SRR29165088.19887	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	4156.00	5210.00	936	74	13	17	19	583	24.00	22.23
SRR29165088.19891	_NC_007363.1	vRNA	0	F	1048	1027	1	1027	1027	4384.00	5240.00	952	68	7	7	21	641	26.00	25.16
SRR29165088.19892	A_NC_007361.1	vRNA	0	F	1478	1458	1	1458	1458	5549.00	7390.00	1282	161	13	15	22	682	24.00	22.97
SRR29165088.19893	_NC_007363.1	vRNA	0	R	1052	1027	1	1027	1027	4297.00	5260.00	944	77	10	6	21	583	26.00	24.19
SRR29165088.19895	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	4374.00	5210.00	948	71	2	8	21	601	25.00	24.60
SRR29165088.19896	_NC_007363.1	vRNA	0	R	1037	1027	1	1027	1027	4177.00	5185.00	932	80	4	15	21	551	24.00	23.09
SRR29165088.19897	_NC_007363.1	vRNA	0	F	1043	1027	1	1027	1027	4288.00	5215.00	945	67	10	15	21	608	24.00	23.47
SRR29165088.19900	_NC_007363.1	vRNA	0	F	1032	1024	1	1024	1027	4184.00	5160.00	930	78	3	16	21	566	23.00	21.31
SRR29165088.19904	_NC_004906.1	vRNA	0	R	901	890	1	890	890	3358.00	4505.00	784	86	9	20	22	415	24.00	21.76
SRR29165088.19909	_NC_007363.1	vRNA	0	R	1035	1027	1	1027	1027	4183.00	5175.00	931	79	4	17	21	599	24.00	21.79
SRR29165088.19910	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	4406.00	5220.00	951	69	3	7	21	619	24.00	22.91
SRR29165088.19911	_NC_007363.1	vRNA	0	F	1053	1025	3	1027	1027	4146.00	5265.00	932	77	19	16	25	562	21.00	20.41
SRR29165088.19919	P_NC_007360.1	vRNA	0	R	1593	1565	1	1565	1565	5879.00	7965.00	1371	182	20	12	20	682	25.00	23.31
SRR29165088.19920	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4282.00	5240.00	944	73	10	10	21	587	24.00	22.92
SRR29165088.19922	A_NC_007362.1	vRNA	0	F	1784	1760	1	1760	1760	6578.00	8920.00	1532	195	17	33	40	844	25.00	23.15
SRR29165088.19924	_NC_002020.1	vRNA	0	F	908	890	1	890	890	3399.00	4540.00	793	79	16	18	20	448	20.00	19.56
SRR29165088.19926	_NC_007363.1	vRNA	0	F	1038	1027	1	1027	1027	3959.00	5190.00	919	80	18	28	21	540	22.00	20.00
SRR29165088.19934	_NC_002020.1	vRNA	0	R	913	890	1	890	890	3451.00	4565.00	790	90	12	10	21	425	25.00	23.83
SRR29165088.19935	_NC_007363.1	vRNA	0	R	1048	1023	5	1027	1027	3894.00	5240.00	909	95	18	19	26	502	22.00	20.60
SRR29165088.19944	_NC_002020.1	vRNA	0	F	907	890	1	890	890	3495.00	4535.00	794	82	7	14	24	448	24.00	22.14
SRR29165088.19945	A_NC_007362.1	vRNA	0	F	1803	1757	4	1760	1760	6700.00	9015.00	1545	195	21	17	42	874	25.00	22.88
SRR29165088.19951	_NC_002020.1	vRNA	0	R	906	890	1	890	890	3330.00	4530.00	775	96	7	19	28	405	24.00	22.55
SRR29165088.19952	A_NC_007359.1	vRNA	0	R	2240	2233	1	2233	2233	8796.00	11200.00	2002	185	32	46	21	1281	24.00	22.15
SRR29165088.19955	_NC_007363.1	vRNA	0	F	1034	1027	1	1027	1027	4017.00	5170.00	923	76	14	28	21	542	21.00	19.52
SRR29165088.19956	_NC_007363.1	vRNA	0	R	1043	1026	1	1026	1027	4080.00	5215.00	926	83	12	17	22	535	23.00	21.68
SRR29165088.19961	_NC_002020.1	vRNA	0	F	910	890	1	890	890	3638.00	4550.00	804	83	2	3	21	461	25.00	23.96
SRR29165088.19963	_NC_007363.1	vRNA	0	F	1035	1027	1	1027	1027	4103.00	5175.00	931	71	9	25	24	576	23.00	21.11
SRR29165088.19969	_NC_007363.1	vRNA	0	F	1050	1027	1	1027	1027	4370.00	5250.00	950	72	6	5	22	616	25.00	24.20
SRR29165088.19971	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4383.00	5245.00	953	67	8	7	21	605	25.00	23.20
SRR29165088.19975	_NC_004906.1	vRNA	0	F	912	890	1	890	890	3237.00	4560.00	775	91	25	24	21	419	22.00	20.35
SRR29165088.19991	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4185.00	5245.00	940	71	17	16	21	570	23.00	21.76
SRR29165088.19992	_NC_007363.1	vRNA	0	R	1036	1027	1	1027	1027	3890.00	5180.00	907	96	12	24	21	508	17.00	17.57
SRR29165088.20005	_NC_007363.1	vRNA	0	R	1059	1027	1	1027	1027	4278.00	5295.00	945	73	20	9	21	585	26.00	23.92
SRR29165088.20014	_NC_007363.1	vRNA	0	R	1040	1027	1	1027	1027	4181.00	5200.00	931	82	6	14	21	571	24.00	22.55
SRR29165088.20015	_NC_002020.1	vRNA	0	R	138	127	764	890	890	575.00	690.00	121	5	0	1	12	96	26.00	23.70
SRR29165088.20018	_NC_007363.1	vRNA	0	R	1056	1026	2	1027	1027	4247.00	5280.00	943	71	19	12	23	593	25.00	23.95
SRR29165088.20019	_NC_007363.1	vRNA	0	F	1033	1027	1	1027	1027	4236.00	5165.00	935	72	5	20	21	600	23.00	21.30
SRR29165088.20020	_NC_002020.1	vRNA	0	R	915	889	1	889	890	3505.00	4575.00	800	80	13	9	22	427	24.00	22.13
SRR29165088.20023	_NC_007363.1	vRNA	0	R	1033	1021	7	1027	1027	3708.00	5165.00	896	92	20	33	25	464	16.00	16.11
SRR29165088.20025	_NC_007363.1	vRNA	0	R	1050	1027	1	1027	1027	4364.00	5250.00	950	70	9	7	21	614	25.00	24.73
SRR29165088.20032	_NC_002020.1	vRNA	0	R	909	890	1	890	890	3472.00	4545.00	794	82	12	14	21	420	23.00	21.70
SRR29165088.20033	_NC_007363.1	vRNA	0	F	1036	1027	1	1027	1027	4088.00	5180.00	926	74	12	27	24	554	19.00	18.78
SRR29165088.20037	A_NC_007359.1	vRNA	0	F	2243	2233	1	2233	2233	9201.00	11215.00	2038	170	14	25	21	1318	25.00	23.18
SRR29165088.20039	_NC_007363.1	vRNA	0	F	1086	1027	1	1027	1027	4339.00	5430.00	949	73	46	5	18	611	26.00	24.97
SRR29165088.20042	_NC_007363.1	vRNA	0	R	1052	1027	1	1027	1027	4196.00	5260.00	941	72	18	14	21	578	24.00	22.22
SRR29165088.20043	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4080.00	5240.00	927	84	14	16	23	534	21.00	20.04
SRR29165088.20050	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4413.00	5245.00	953	70	5	4	21	614	25.00	23.70
SRR29165088.20054	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	4211.00	5220.00	938	76	9	13	21	562	21.00	20.19
SRR29165088.20055	_NC_007363.1	vRNA	0	F	1045	1026	2	1027	1027	4199.00	5225.00	934	81	10	11	20	604	23.00	21.36
SRR29165088.20057	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	4298.00	5210.00	944	68	9	15	21	609	26.00	24.85
SRR29165088.20060	P_NC_007360.1	vRNA	0	R	1583	1565	1	1565	1565	5695.00	7915.00	1355	183	24	27	21	653	24.00	22.26
SRR29165088.20070	A_NC_007361.1	vRNA	0	F	1478	1458	1	1458	1458	5343.00	7390.00	1270	163	24	25	21	629	21.00	20.16
SRR29165088.20077	A_NC_007361.1	vRNA	0	F	1479	1457	2	1458	1458	5278.00	7395.00	1264	165	30	28	20	630	19.00	18.53
SRR29165088.20085	_NC_007363.1	vRNA	0	F	1045	1024	1	1024	1027	4389.00	5225.00	952	64	8	8	21	627	24.00	22.70
SRR29165088.20086	_NC_007363.1	vRNA	0	R	605	594	434	1027	1027	2367.00	3025.00	538	47	9	9	11	316	23.00	21.49
SRR29165088.20092	A_NC_007362.1	vRNA	0	R	1782	1760	1	1760	1760	6551.00	8910.00	1533	186	23	41	40	845	25.00	23.00
SRR29165088.20095	_NC_007363.1	vRNA	0	F	1051	1027	1	1027	1027	4238.00	5255.00	943	72	15	12	21	583	24.00	22.64
SRR29165088.20103	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4243.00	5240.00	943	71	13	13	21	585	22.00	21.46
SRR29165088.20105	_NC_007363.1	vRNA	0	R	1043	1027	1	1027	1027	3958.00	5215.00	921	81	19	25	22	519	21.00	19.56
SRR29165088.20106	_NC_002020.1	vRNA	0	F	914	890	1	890	890	3605.00	4570.00	803	85	5	2	21	463	25.00	23.47
SRR29165088.20112	_NC_007363.1	vRNA	0	F	1046	1027	1	1027	1027	4209.00	5230.00	940	71	11	16	24	584	22.00	20.21
SRR29165088.20121	_NC_002020.1	vRNA	0	R	913	890	1	890	890	3249.00	4565.00	780	85	25	25	23	396	19.00	18.53
SRR29165088.20132	_NC_007363.1	vRNA	0	R	1057	1024	4	1027	1027	4269.00	5285.00	942	68	20	14	27	573	23.00	22.40
SRR29165088.20134	_NC_002020.1	vRNA	0	F	905	890	1	890	890	3462.00	4525.00	791	83	10	16	21	437	25.00	23.26
SRR29165088.20137	_NC_007363.1	vRNA	0	F	1043	1027	1	1027	1027	3984.00	5215.00	920	87	14	20	22	523	20.00	18.66
SRR29165088.20138	_NC_007363.1	vRNA	0	R	1048	1027	1	1027	1027	4254.00	5240.00	943	70	14	14	21	590	25.00	23.00
SRR29165088.20150	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	4327.00	5220.00	944	72	4	11	24	605	25.00	22.99
SRR29165088.20151	_NC_007363.1	vRNA	0	F	1044	1027	1	1027	1027	4406.00	5220.00	950	70	3	7	21	616	25.00	23.36
SRR29165088.20164	_NC_007363.1	vRNA	0	R	1049	1027	1	1027	1027	4404.00	5245.00	953	70	5	4	21	597	25.00	23.97
SRR29165088.20165	_NC_007363.1	vRNA	0	F	1048	1027	1	1027	1027	4274.00	5240.00	941	76	9	10	22	590	24.00	22.50
SRR29165088.20180	_NC_007363.1	vRNA	0	R	1041	1027	1	1027	1027	4053.00	5205.00	921	85	11	21	24	560	23.00	20.97
SRR29165088.20183	_NC_007363.1	vRNA	0	R	1046	1026	1	1026	1027	4172.00	5230.00	936	75	13	15	22	573	24.00	22.25
SRR29165088.20185	_NC_007363.1	vRNA	0	F	1045	1027	1	1027	1027	4259.00	5225.00	941	75	9	11	20	566	24.00	22.38
SRR29165088.20189	_NC_007363.1	vRNA	0	F	1048	1024	1	1024	1027	4273.00	5240.00	944	70	13	10	21	597	25.00	23.08
SRR29165088.20201	P_NC_007360.1	vRNA	0	R	1593	1565	1	1565	1565	5914.00	7965.00	1375	178	21	12	19	703	25.00	22.97
SRR29165088.20204	_NC_002020.1	vRNA	0	F	911	890	1	890	890	3639.00	4555.00	805	81	4	4	21	456	26.00	24.23
SRR29165088.20207	_NC_007363.1	vRNA	0	F	1039	1027	1	1027	1027	4061.00	5195.00	920	86	12	21	21	517	21.00	20.35
SRR29165088.20210	_NC_007363.1	vRNA	0	R	1053	1027	1	1027	1027	4245.00	5265.00	944	71	17	12	21	582	26.00	23.85
SRR29165088.20212	_NC_002020.1	vRNA	0	F	909	890	1	890	890	3449.00	4545.00	793	81	14	16	21	420	24.50	22.98
SRR29165088.20213	_NC_007363.1	vRNA	0	F	1034	1027	1	1027	1027	4276.00	5170.00	938	71	4	18	21	589	25.00	22.44
SRR29165088.20215	_NC_007363.1	vRNA	0	R	1042	1027	1	1027	1027	4399.00	5210.00	951	69	1	7	21	620	24.00	23.20
SRR29165088.20220	_NC_007363.1	vRNA	0	F	1039	1027	1	1027	1027	4231.00	5195.00	934	81	4	12	20	567	24.00	22.31
